Kommunenummer	Stadnamn	Prioritet	Stadtype nynorsk	Stadtype bokmål	Stadtype engelsk	Kommune	Fylke	Lat	Lon	Høgd	Nynorsk	Bokmål	Engelsk	
138	Vestre Knapstad	56	Gardsbruk	Gårdsbruk	Farm	Hobøl	Østfold	59.62222	11.02926		http://www.yr.no/stad/Noreg/Østfold/Hobøl/Vestre_Knapstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Vestre_Knapstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Vestre_Knapstad/forecast.xml
211	Bergli	41	Grend	Grend	Village	Vestby	Akershus	59.55974	10.77623		http://www.yr.no/stad/Noreg/Akershus/Vestby/Bergli/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Bergli/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Bergli/forecast.xml
211	Brevikmyra	41	Grend	Grend	Village	Vestby	Akershus	59.50970	10.69503		http://www.yr.no/stad/Noreg/Akershus/Vestby/Brevikmyra/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Brevikmyra/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Brevikmyra/forecast.xml
211	Fjell	41	Grend	Grend	Village	Vestby	Akershus	59.56161	10.77646		http://www.yr.no/stad/Noreg/Akershus/Vestby/Fjell/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Fjell/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Fjell/forecast.xml
211	Furulund	41	Grend	Grend	Village	Vestby	Akershus	59.59201	10.75373		http://www.yr.no/stad/Noreg/Akershus/Vestby/Furulund/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Furulund/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Furulund/forecast.xml
211	Garder	55	Kyrkje	Kirke	Church	Vestby	Akershus	59.58112	10.80936		http://www.yr.no/stad/Noreg/Akershus/Vestby/Garder/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Garder/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Garder/forecast.xml
211	Glenne	41	Grend	Grend	Village	Vestby	Akershus	59.58337	10.78636		http://www.yr.no/stad/Noreg/Akershus/Vestby/Glenne/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Glenne/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Glenne/forecast.xml
211	Holen	41	Grend	Grend	Village	Vestby	Akershus	59.58569	10.65818		http://www.yr.no/stad/Noreg/Akershus/Vestby/Holen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Holen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Holen/forecast.xml
211	Hvitsten	26	Tettstad	Tettsted	Small town	Vestby	Akershus	59.59864	10.65526		http://www.yr.no/stad/Noreg/Akershus/Vestby/Hvitsten/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Hvitsten/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Hvitsten/forecast.xml
211	Hvitsten kirke	55	Kyrkje	Kirke	Church	Vestby	Akershus	59.59932	10.65874		http://www.yr.no/stad/Noreg/Akershus/Vestby/Hvitsten_kirke/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Hvitsten_kirke/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Hvitsten_kirke/forecast.xml
211	Høgda	41	Grend	Grend	Village	Vestby	Akershus	59.61794	10.74266		http://www.yr.no/stad/Noreg/Akershus/Vestby/Høgda/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Høgda/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Høgda/forecast.xml
211	Hølen	26	Tettstad	Tettsted	Small town	Vestby	Akershus	59.53983	10.73919		http://www.yr.no/stad/Noreg/Akershus/Vestby/Hølen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Hølen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Hølen/forecast.xml
211	Kjenn	41	Grend	Grend	Village	Vestby	Akershus	59.56444	10.73472		http://www.yr.no/stad/Noreg/Akershus/Vestby/Kjenn/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Kjenn/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Kjenn/forecast.xml
211	Kjøvangen	41	Grend	Grend	Village	Vestby	Akershus	59.53780	10.66612		http://www.yr.no/stad/Noreg/Akershus/Vestby/Kjøvangen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Kjøvangen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Kjøvangen/forecast.xml
211	Krusebyen	41	Grend	Grend	Village	Vestby	Akershus	59.59718	10.72330		http://www.yr.no/stad/Noreg/Akershus/Vestby/Krusebyen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Krusebyen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Krusebyen/forecast.xml
211	Lundeåsen	41	Grend	Grend	Village	Vestby	Akershus	59.49544	10.69197		http://www.yr.no/stad/Noreg/Akershus/Vestby/Lundeåsen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Lundeåsen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Lundeåsen/forecast.xml
211	Okseryggen	41	Grend	Grend	Village	Vestby	Akershus	59.58596	10.65527		http://www.yr.no/stad/Noreg/Akershus/Vestby/Okseryggen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Okseryggen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Okseryggen/forecast.xml
211	Pepperstad skog	26	Tettstad	Tettsted	Small town	Vestby	Akershus	59.59390	10.70453		http://www.yr.no/stad/Noreg/Akershus/Vestby/Pepperstad_skog/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Pepperstad_skog/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Pepperstad_skog/forecast.xml
211	Skoglundåsen	41	Grend	Grend	Village	Vestby	Akershus	59.52162	10.70797		http://www.yr.no/stad/Noreg/Akershus/Vestby/Skoglundåsen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Skoglundåsen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Skoglundåsen/forecast.xml
211	Smørbekk	41	Grend	Grend	Village	Vestby	Akershus	59.50271	10.71301		http://www.yr.no/stad/Noreg/Akershus/Vestby/Smørbekk/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Smørbekk/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Smørbekk/forecast.xml
211	Sollia	41	Grend	Grend	Village	Vestby	Akershus	59.50457	10.68415		http://www.yr.no/stad/Noreg/Akershus/Vestby/Sollia/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Sollia/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Sollia/forecast.xml
211	Son	26	Tettstad	Tettsted	Small town	Vestby	Akershus	59.52370	10.68618		http://www.yr.no/stad/Noreg/Akershus/Vestby/Son/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Son/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Son/forecast.xml
211	Sorgenfri	41	Grend	Grend	Village	Vestby	Akershus	59.59134	10.72665		http://www.yr.no/stad/Noreg/Akershus/Vestby/Sorgenfri/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Sorgenfri/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Sorgenfri/forecast.xml
211	Stenløkka	41	Grend	Grend	Village	Vestby	Akershus	59.52015	10.68433		http://www.yr.no/stad/Noreg/Akershus/Vestby/Stenløkka/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Stenløkka/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Stenløkka/forecast.xml
211	Stjernåsen	41	Grend	Grend	Village	Vestby	Akershus	59.55347	10.65434		http://www.yr.no/stad/Noreg/Akershus/Vestby/Stjernåsen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Stjernåsen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Stjernåsen/forecast.xml
211	Store Brevik	56	Tettbebyggelse	Tettbebyggelse	Settlement	Vestby	Akershus	59.50672	10.69343		http://www.yr.no/stad/Noreg/Akershus/Vestby/Store_Brevik/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Store_Brevik/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Store_Brevik/forecast.xml
211	Strømbråten	26	Tettstad	Tettsted	Small town	Vestby	Akershus	59.52588	10.70261		http://www.yr.no/stad/Noreg/Akershus/Vestby/Strømbråten/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Strømbråten/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Strømbråten/forecast.xml
211	Strømbråten kapell	55	Kyrkje	Kirke	Church	Vestby	Akershus	59.52586	10.69633		http://www.yr.no/stad/Noreg/Akershus/Vestby/Strømbråten_kapell/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Strømbråten_kapell/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Strømbråten_kapell/forecast.xml
211	Såner	55	Kyrkje	Kirke	Church	Vestby	Akershus	59.52856	10.75284		http://www.yr.no/stad/Noreg/Akershus/Vestby/Såner/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Såner/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Såner/forecast.xml
211	Utsikten	41	Grend	Grend	Village	Vestby	Akershus	59.58807	10.65844		http://www.yr.no/stad/Noreg/Akershus/Vestby/Utsikten/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Utsikten/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Utsikten/forecast.xml
211	Verpet	26	Tettstad	Tettsted	Small town	Vestby	Akershus	59.62026	10.73836		http://www.yr.no/stad/Noreg/Akershus/Vestby/Verpet/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Verpet/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Verpet/forecast.xml
211	Vestby	16	Kommune	Kommune	Municipality	Vestby	Akershus	59.60228	10.74807		http://www.yr.no/stad/Noreg/Akershus/Vestby/Vestby/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Vestby/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Vestby/forecast.xml
211	Vestby	26	Tettstad	Tettsted	Small town	Vestby	Akershus	59.60237	10.74668		http://www.yr.no/stad/Noreg/Akershus/Vestby/Vestby~60953/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Vestby~60953/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Vestby~60953/forecast.xml
211	Vestby	55	Kyrkje	Kirke	Church	Vestby	Akershus	59.60252	10.73176		http://www.yr.no/stad/Noreg/Akershus/Vestby/Vestby~60947/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Vestby~60947/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Vestby~60947/forecast.xml
211	Vollehagen	41	Grend	Grend	Village	Vestby	Akershus	59.52361	10.70747		http://www.yr.no/stad/Noreg/Akershus/Vestby/Vollehagen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Vollehagen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Vollehagen/forecast.xml
211	Århus	41	Grend	Grend	Village	Vestby	Akershus	59.53438	10.70815		http://www.yr.no/stad/Noreg/Akershus/Vestby/Århus/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Århus/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Århus/forecast.xml
213	Bru	41	Grend	Grend	Village	Ski	Akershus	59.77909	10.91126		http://www.yr.no/stad/Noreg/Akershus/Ski/Bru/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Bru/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Bru/forecast.xml
213	Kråkstad	26	Tettstad	Tettsted	Small town	Ski	Akershus	59.68134	10.88360		http://www.yr.no/stad/Noreg/Akershus/Ski/Kråkstad/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Kråkstad/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Kråkstad/forecast.xml
213	Kråkstad	55	Kyrkje	Kirke	Church	Ski	Akershus	59.67651	10.88051		http://www.yr.no/stad/Noreg/Akershus/Ski/Kråkstad~60560/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Kråkstad~60560/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Kråkstad~60560/forecast.xml
213	Langhus	26	Tettstad	Tettsted	Small town	Ski	Akershus	59.75522	10.84618	90	http://www.yr.no/stad/Noreg/Akershus/Ski/Langhus/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Langhus/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Langhus/forecast.xml
213	Langhus	55	Kyrkje	Kirke	Church	Ski	Akershus	59.75471	10.84316		http://www.yr.no/stad/Noreg/Akershus/Ski/Langhus~2233474/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Langhus~2233474/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Langhus~2233474/forecast.xml
213	Siggerud	26	Tettstad	Tettsted	Small town	Ski	Akershus	59.79122	10.88187		http://www.yr.no/stad/Noreg/Akershus/Ski/Siggerud/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Siggerud/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Siggerud/forecast.xml
213	Siggerud	55	Kyrkje	Kirke	Church	Ski	Akershus	59.79170	10.88720		http://www.yr.no/stad/Noreg/Akershus/Ski/Siggerud~74401/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Siggerud~74401/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Siggerud~74401/forecast.xml
213	Ski	11	By	By	City - large town	Ski	Akershus	59.71949	10.83576		http://www.yr.no/stad/Noreg/Akershus/Ski/Ski/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Ski/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Ski/forecast.xml
213	Ski flyplass	46	Flyplass	Flyplass	Airport	Ski	Akershus	59.70716	10.88176		http://www.yr.no/stad/Noreg/Akershus/Ski/Ski_flyplass/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Ski_flyplass/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Ski_flyplass/forecast.xml
213	Ski middelalderkirke	55	Kyrkje	Kirke	Church	Ski	Akershus	59.72241	10.86144		http://www.yr.no/stad/Noreg/Akershus/Ski/Ski_middelalderkirke/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Ski_middelalderkirke/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Ski_middelalderkirke/forecast.xml
213	Skotbu	45	Tettbebyggelse	Tettbebyggelse	Settlement	Ski	Akershus	59.66500	10.94889		http://www.yr.no/stad/Noreg/Akershus/Ski/Skotbu/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Skotbu/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Skotbu/forecast.xml
213	Sterkerud	41	Turisthytte	Turisthytte	Hut	Ski	Akershus	59.76665	10.90334		http://www.yr.no/stad/Noreg/Akershus/Ski/Sterkerud/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Sterkerud/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Sterkerud/forecast.xml
213	Sørmarkskapellet	55	Kyrkje	Kirke	Church	Ski	Akershus	59.74825	10.97121		http://www.yr.no/stad/Noreg/Akershus/Ski/Sørmarkskapellet/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Sørmarkskapellet/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Sørmarkskapellet/forecast.xml
214	Blåfjellet	41	Grend	Grend	Village	Ås	Akershus	59.65415	10.80239		http://www.yr.no/stad/Noreg/Akershus/Ås/Blåfjellet/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Blåfjellet/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Blåfjellet/forecast.xml
214	Kjøya	41	Grend	Grend	Village	Ås	Akershus	59.75396	10.73010		http://www.yr.no/stad/Noreg/Akershus/Ås/Kjøya/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Kjøya/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Kjøya/forecast.xml
214	Kroer	55	Kyrkje	Kirke	Church	Ås	Akershus	59.63809	10.84705		http://www.yr.no/stad/Noreg/Akershus/Ås/Kroer/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Kroer/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Kroer/forecast.xml
214	Lier	41	Grend	Grend	Village	Ås	Akershus	59.64929	10.79704		http://www.yr.no/stad/Noreg/Akershus/Ås/Lier/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Lier/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Lier/forecast.xml
214	Melby	56	Gardsbruk	Gårdsbruk	Farm	Ås	Akershus	59.70570	10.77400		http://www.yr.no/stad/Noreg/Akershus/Ås/Melby/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Melby/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Melby/forecast.xml
214	Nesset	41	Grend	Grend	Village	Ås	Akershus	59.72871	10.73355		http://www.yr.no/stad/Noreg/Akershus/Ås/Nesset/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Nesset/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Nesset/forecast.xml
214	Nordby	41	Grend	Grend	Village	Ås	Akershus	59.72062	10.77318		http://www.yr.no/stad/Noreg/Akershus/Ås/Nordby/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Nordby/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Nordby/forecast.xml
214	Nordby	55	Kyrkje	Kirke	Church	Ås	Akershus	59.71981	10.77384		http://www.yr.no/stad/Noreg/Akershus/Ås/Nordby~60387/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Nordby~60387/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Nordby~60387/forecast.xml
214	Solberg	41	Grend	Grend	Village	Ås	Akershus	59.71768	10.79340		http://www.yr.no/stad/Noreg/Akershus/Ås/Solberg/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Solberg/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Solberg/forecast.xml
214	Solhaug	41	Grend	Grend	Village	Ås	Akershus	59.71815	10.80466		http://www.yr.no/stad/Noreg/Akershus/Ås/Solhaug/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Solhaug/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Solhaug/forecast.xml
214	Tandbergløkka	41	Grend	Grend	Village	Ås	Akershus	59.70139	10.84525		http://www.yr.no/stad/Noreg/Akershus/Ås/Tandbergløkka/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Tandbergløkka/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Tandbergløkka/forecast.xml
214	Vinterbro	36	Poststad	Poststed	Post area	Ås	Akershus	59.73950	10.77092		http://www.yr.no/stad/Noreg/Akershus/Ås/Vinterbro/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Vinterbro/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Vinterbro/forecast.xml
214	Vinterbro	41	Grend	Grend	Village	Ås	Akershus	59.74209	10.78260		http://www.yr.no/stad/Noreg/Akershus/Ås/Vinterbro~2247187/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Vinterbro~2247187/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Vinterbro~2247187/forecast.xml
214	Vollholen	41	Grend	Grend	Village	Ås	Akershus	59.63428	10.84898		http://www.yr.no/stad/Noreg/Akershus/Ås/Vollholen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Vollholen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Vollholen/forecast.xml
214	Ås	16	Kommune	Kommune	Municipality	Ås	Akershus	59.66366	10.79101		http://www.yr.no/stad/Noreg/Akershus/Ås/Ås/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Ås/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Ås/forecast.xml
214	Ås	5	Tettstad	Tettsted	Small town	Ås	Akershus	59.66472	10.79465		http://www.yr.no/stad/Noreg/Akershus/Ås/Ås~60637/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Ås~60637/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Ås~60637/forecast.xml
214	Ås	55	Kyrkje	Kirke	Church	Ås	Akershus	59.67152	10.76868		http://www.yr.no/stad/Noreg/Akershus/Ås/Ås~60592/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ås/Ås~60592/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ås/Ås~60592/forecast.xml
215	Brevik	41	Grend	Grend	Village	Frogn	Akershus	59.75241	10.71189		http://www.yr.no/stad/Noreg/Akershus/Frogn/Brevik/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Brevik/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Brevik/forecast.xml
215	Dammen	41	Grend	Grend	Village	Frogn	Akershus	59.70289	10.66079		http://www.yr.no/stad/Noreg/Akershus/Frogn/Dammen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Dammen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Dammen/forecast.xml
215	Digerud	41	Grend	Grend	Village	Frogn	Akershus	59.72312	10.58958		http://www.yr.no/stad/Noreg/Akershus/Frogn/Digerud/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Digerud/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Digerud/forecast.xml
215	Drøbak	11	By	By	City - large town	Frogn	Akershus	59.66332	10.62973		http://www.yr.no/stad/Noreg/Akershus/Frogn/Drøbak/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Drøbak/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Drøbak/forecast.xml
215	Drøbak kirke	55	Kyrkje	Kirke	Church	Frogn	Akershus	59.66526	10.62708		http://www.yr.no/stad/Noreg/Akershus/Frogn/Drøbak_kirke/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Drøbak_kirke/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Drøbak_kirke/forecast.xml
215	Dyrløkke	36	Byområde	Byområde	Part of a city	Frogn	Akershus	59.67401	10.65461		http://www.yr.no/stad/Noreg/Akershus/Frogn/Dyrløkke/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Dyrløkke/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Dyrløkke/forecast.xml
215	Frogn	55	Kyrkje	Kirke	Church	Frogn	Akershus	59.69956	10.72264		http://www.yr.no/stad/Noreg/Akershus/Frogn/Frogn~60453/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Frogn~60453/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Frogn~60453/forecast.xml
215	Heer	45	Tettbebyggelse	Tettbebyggelse	Settlement	Frogn	Akershus	59.68398	10.65976		http://www.yr.no/stad/Noreg/Akershus/Frogn/Heer/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Heer/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Heer/forecast.xml
215	Heer	45	Tettbebyggelse	Tettbebyggelse	Settlement	Frogn	Akershus	59.68398	10.65976		http://www.yr.no/stad/Noreg/Akershus/Frogn/Heer/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Heer/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Heer/forecast.xml
215	Holmen	41	Grend	Grend	Village	Frogn	Akershus	59.69718	10.63294		http://www.yr.no/stad/Noreg/Akershus/Frogn/Holmen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Holmen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Holmen/forecast.xml
215	Kleiva	41	Grend	Grend	Village	Frogn	Akershus	59.69989	10.64008		http://www.yr.no/stad/Noreg/Akershus/Frogn/Kleiva/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Kleiva/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Kleiva/forecast.xml
215	Langebåtfeltet	41	Grend	Grend	Village	Frogn	Akershus	59.69163	10.60931		http://www.yr.no/stad/Noreg/Akershus/Frogn/Langebåtfeltet/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Langebåtfeltet/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Langebåtfeltet/forecast.xml
215	Marikova	41	Grend	Grend	Village	Frogn	Akershus	59.70123	10.60263		http://www.yr.no/stad/Noreg/Akershus/Frogn/Marikova/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Marikova/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Marikova/forecast.xml
215	Nordre Hallangen	41	Grend	Grend	Village	Frogn	Akershus	59.71825	10.62539		http://www.yr.no/stad/Noreg/Akershus/Frogn/Nordre_Hallangen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Nordre_Hallangen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Nordre_Hallangen/forecast.xml
215	Oscarsborg	56	Militært anlegg	Militært anlegg	Military installation	Frogn	Akershus	59.67352	10.60708		http://www.yr.no/stad/Noreg/Akershus/Frogn/Oscarsborg/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Oscarsborg/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Oscarsborg/forecast.xml
215	Rødsholtet	41	Grend	Grend	Village	Frogn	Akershus	59.68716	10.70671		http://www.yr.no/stad/Noreg/Akershus/Frogn/Rødsholtet/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Rødsholtet/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Rødsholtet/forecast.xml
215	Seiersten	41	Grend	Grend	Village	Frogn	Akershus	59.67062	10.63393		http://www.yr.no/stad/Noreg/Akershus/Frogn/Seiersten/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Seiersten/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Seiersten/forecast.xml
215	Skiphelle	56	Hotell	Hotell	Hotel	Frogn	Akershus	59.63852	10.64383		http://www.yr.no/stad/Noreg/Akershus/Frogn/Skiphelle/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Skiphelle/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Skiphelle/forecast.xml
215	Sogsti	36	Byområde	Byområde	Part of a city	Frogn	Akershus	59.65563	10.64143		http://www.yr.no/stad/Noreg/Akershus/Frogn/Sogsti/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Frogn/Sogsti/varsel.xml	http://www.yr.no/place/Norway/Akershus/Frogn/Sogsti/forecast.xml
