Kommunenummer	Stadnamn	Prioritet	Stadtype nynorsk	Stadtype bokmål	Stadtype engelsk	Kommune	Fylke	Lat	Lon	Høgd	Nynorsk	Bokmål	Engelsk	
1925	Straumen	55	Kyrkje	Kirke	Church	Sørreisa	Troms	69.14120	18.14793		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Straumen/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Straumen/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Straumen/forecast.xml
1925	Sørfossbogen	41	Grend	Grend	Village	Sørreisa	Troms	69.09593	18.19233		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Sørfossbogen/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Sørfossbogen/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Sørfossbogen/forecast.xml
1925	Sørreisa	16	Kommune	Kommune	Municipality	Sørreisa	Troms	69.14586	18.16125		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Sørreisa/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Sørreisa/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Sørreisa/forecast.xml
1925	Sørreisa	26	Tettstad	Tettsted	Small town	Sørreisa	Troms	69.14527	18.15292		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Sørreisa~296255/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Sørreisa~296255/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Sørreisa~296255/forecast.xml
1925	Sørreisa	26	Tettstad	Tettsted	Small town	Sørreisa	Troms	69.14527	18.15292		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Sørreisa~296255/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Sørreisa~296255/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Sørreisa~296255/forecast.xml
1925	Sørreisa	55	Kyrkje	Kirke	Church	Sørreisa	Troms	69.17526	18.08583		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Sørreisa~296179/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Sørreisa~296179/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Sørreisa~296179/forecast.xml
1925	Sørreisa	55	Kyrkje	Kirke	Church	Sørreisa	Troms	69.17526	18.08583		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Sørreisa~296179/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Sørreisa~296179/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Sørreisa~296179/forecast.xml
1925	Sørstraumen	56	Del av tettstad	Del av tettsted	Part of a town	Sørreisa	Troms	69.14472	18.13296		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Sørstraumen~547247/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Sørstraumen~547247/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Sørstraumen~547247/forecast.xml
1925	Sørstraumen	56	Del av tettstad	Del av tettsted	Part of a town	Sørreisa	Troms	69.14392	18.14295		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Sørstraumen~2746608/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Sørstraumen~2746608/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Sørstraumen~2746608/forecast.xml
1925	Vestgård, nedre	56	Gardsbruk	Gårdsbruk	Farm	Sørreisa	Troms	69.04562	17.96164		http://www.yr.no/stad/Noreg/Troms/Sørreisa/Vestgård,_nedre/varsel.xml	http://www.yr.no/sted/Norge/Troms/Sørreisa/Vestgård,_nedre/varsel.xml	http://www.yr.no/place/Norway/Troms/Sørreisa/Vestgård,_nedre/forecast.xml
1926	Betholmen	41	Grend	Grend	Village	Dyrøy	Troms	69.11400	17.68420		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Betholmen/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Betholmen/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Betholmen/forecast.xml
1926	Bjørkebakken	41	Grend	Grend	Village	Dyrøy	Troms	69.03674	17.73353		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Bjørkebakken/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Bjørkebakken/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Bjørkebakken/forecast.xml
1926	Brattli	56	Gardsbruk	Gårdsbruk	Farm	Dyrøy	Troms	69.03552	17.90142		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Brattli/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Brattli/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Brattli/forecast.xml
1926	Brøstad	45	Bygd	Bygd	Village area	Dyrøy	Troms	69.07793	17.68269		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Brøstad/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Brøstad/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Brøstad/forecast.xml
1926	Brøstadbotn	26	Bygd	Bygd	Village area	Dyrøy	Troms	69.08860	17.69447		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Brøstadbotn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Brøstadbotn/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Brøstadbotn/forecast.xml
1926	Dyrøy	55	Kyrkje	Kirke	Church	Dyrøy	Troms	69.03864	17.49432		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Dyrøy~295929/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Dyrøy~295929/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Dyrøy~295929/forecast.xml
1926	Dyrøyhamn	45	Bygd	Bygd	Village area	Dyrøy	Troms	69.01159	17.43495		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Dyrøyhamn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Dyrøyhamn/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Dyrøyhamn/forecast.xml
1926	Dyrøyhamn	45	Bygd	Bygd	Village area	Dyrøy	Troms	69.01159	17.43495		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Dyrøyhamn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Dyrøyhamn/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Dyrøyhamn/forecast.xml
1926	Espejord	41	Grend	Grend	Village	Dyrøy	Troms	69.08000	17.53916		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Espejord/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Espejord/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Espejord/forecast.xml
1926	Espenes	41	Grend	Grend	Village	Dyrøy	Troms	69.11260	17.75070		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Espenes/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Espenes/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Espenes/forecast.xml
1926	Finnfjellet	41	Grend	Grend	Village	Dyrøy	Troms	69.07965	17.75320		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Finnfjellet/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Finnfjellet/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Finnfjellet/forecast.xml
1926	Finnlandsvika	41	Grend	Grend	Village	Dyrøy	Troms	69.09859	17.65136		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Finnlandsvika/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Finnlandsvika/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Finnlandsvika/forecast.xml
1926	Forstrand	41	Grend	Grend	Village	Dyrøy	Troms	69.12775	17.84849		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Forstrand/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Forstrand/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Forstrand/forecast.xml
1926	Hundstrand	45	Bygd	Bygd	Village area	Dyrøy	Troms	69.04950	17.60926		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Hundstrand/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Hundstrand/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Hundstrand/forecast.xml
1926	Kastneshamn	41	Grend	Grend	Village	Dyrøy	Troms	68.99462	17.48576		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Kastneshamn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Kastneshamn/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Kastneshamn/forecast.xml
1926	Langhamn	45	Bygd	Bygd	Village area	Dyrøy	Troms	69.06278	17.54392		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Langhamn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Langhamn/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Langhamn/forecast.xml
1926	Mikkelbostad	41	Grend	Grend	Village	Dyrøy	Troms	68.99516	17.40437		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Mikkelbostad/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Mikkelbostad/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Mikkelbostad/forecast.xml
1926	Moen	41	Grend	Grend	Village	Dyrøy	Troms	69.11583	17.79896		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Moen/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Moen/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Moen/forecast.xml
1926	Skogshamn	45	Bygd	Bygd	Village area	Dyrøy	Troms	69.08473	17.50171		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Skogshamn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Skogshamn/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Skogshamn/forecast.xml
1926	Sæter	41	Grend	Grend	Village	Dyrøy	Troms	69.05834	17.63084		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Sæter/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Sæter/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Sæter/forecast.xml
1926	Vinje	41	Grend	Grend	Village	Dyrøy	Troms	69.00988	17.36881		http://www.yr.no/stad/Noreg/Troms/Dyrøy/Vinje/varsel.xml	http://www.yr.no/sted/Norge/Troms/Dyrøy/Vinje/varsel.xml	http://www.yr.no/place/Norway/Troms/Dyrøy/Vinje/forecast.xml
1927	Brygghaugen	45	Bygd	Bygd	Village area	Tranøy	Troms	69.23707	17.61465		http://www.yr.no/stad/Noreg/Troms/Tranøy/Brygghaugen/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Brygghaugen/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Brygghaugen/forecast.xml
1927	Frovåg	41	Grend	Grend	Village	Tranøy	Troms	69.07701	17.04485		http://www.yr.no/stad/Noreg/Troms/Tranøy/Frovåg/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Frovåg/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Frovåg/forecast.xml
1927	Kampevoll	56	Gardsbruk	Gårdsbruk	Farm	Tranøy	Troms	69.20274	17.51107		http://www.yr.no/stad/Noreg/Troms/Tranøy/Kampevoll/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Kampevoll/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Kampevoll/forecast.xml
1927	Rendalen	55	Kyrkje	Kirke	Church	Tranøy	Troms	69.21404	17.82120		http://www.yr.no/stad/Noreg/Troms/Tranøy/Rendalen/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Rendalen/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Rendalen/forecast.xml
1927	Rubbestad	45	Bygd	Bygd	Village area	Tranøy	Troms	69.16436	17.81896		http://www.yr.no/stad/Noreg/Troms/Tranøy/Rubbestad/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Rubbestad/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Rubbestad/forecast.xml
1927	Rødsand	45	Bygd	Bygd	Village area	Tranøy	Troms	69.13632	17.02374		http://www.yr.no/stad/Noreg/Troms/Tranøy/Rødsand/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Rødsand/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Rødsand/forecast.xml
1927	Sjursvika	41	Grend	Grend	Village	Tranøy	Troms	69.09253	16.79118		http://www.yr.no/stad/Noreg/Troms/Tranøy/Sjursvika/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Sjursvika/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Sjursvika/forecast.xml
1927	Skatvika	41	Grend	Grend	Village	Tranøy	Troms	69.16183	17.60200		http://www.yr.no/stad/Noreg/Troms/Tranøy/Skatvika/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Skatvika/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Skatvika/forecast.xml
1927	Skrolsvik	45	Bygd	Bygd	Village area	Tranøy	Troms	69.06409	16.81492		http://www.yr.no/stad/Noreg/Troms/Tranøy/Skrolsvik/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Skrolsvik/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Skrolsvik/forecast.xml
1927	Solli	45	Bygd	Bygd	Village area	Tranøy	Troms	69.19999	17.79634		http://www.yr.no/stad/Noreg/Troms/Tranøy/Solli/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Solli/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Solli/forecast.xml
1927	Stonglandet	55	Kyrkje	Kirke	Church	Tranøy	Troms	69.08325	17.17382		http://www.yr.no/stad/Noreg/Troms/Tranøy/Stonglandet/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Stonglandet/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Stonglandet/forecast.xml
1927	Stonglandseidet	45	Bygd	Bygd	Village area	Tranøy	Troms	69.08537	17.17243		http://www.yr.no/stad/Noreg/Troms/Tranøy/Stonglandseidet/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Stonglandseidet/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Stonglandseidet/forecast.xml
1927	Stonglandshals	45	Bygd	Bygd	Village area	Tranøy	Troms	69.05400	17.07688		http://www.yr.no/stad/Noreg/Troms/Tranøy/Stonglandshals/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Stonglandshals/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Stonglandshals/forecast.xml
1927	Svanelvmoen	45	Bygd	Bygd	Village area	Tranøy	Troms	69.25669	17.58992		http://www.yr.no/stad/Noreg/Troms/Tranøy/Svanelvmoen/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Svanelvmoen/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Svanelvmoen/forecast.xml
1927	Sørli	41	Grend	Grend	Village	Tranøy	Troms	69.26028	17.61687		http://www.yr.no/stad/Noreg/Troms/Tranøy/Sørli/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Sørli/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Sørli/forecast.xml
1927	Tranøy	55	Kyrkje	Kirke	Church	Tranøy	Troms	69.14399	17.44195		http://www.yr.no/stad/Noreg/Troms/Tranøy/Tranøy~295711/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Tranøy~295711/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Tranøy~295711/forecast.xml
1927	Tømmervika	41	Grend	Grend	Village	Tranøy	Troms	69.05653	16.85678		http://www.yr.no/stad/Noreg/Troms/Tranøy/Tømmervika/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Tømmervika/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Tømmervika/forecast.xml
1927	Valvåg	45	Bygd	Bygd	Village area	Tranøy	Troms	69.04923	17.16739		http://www.yr.no/stad/Noreg/Troms/Tranøy/Valvåg/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Valvåg/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Valvåg/forecast.xml
1927	Vangsvika	36	Kyrkje	Kirke	Church	Tranøy	Troms	69.17243	17.75543		http://www.yr.no/stad/Noreg/Troms/Tranøy/Vangsvika~295638/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Vangsvika~295638/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Vangsvika~295638/forecast.xml
1927	Vangsvika	45	Bygd	Bygd	Village area	Tranøy	Troms	69.17057	17.73416		http://www.yr.no/stad/Noreg/Troms/Tranøy/Vangsvika/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Vangsvika/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Vangsvika/forecast.xml
1927	Vassvik	41	Grend	Grend	Village	Tranøy	Troms	69.11372	17.27085		http://www.yr.no/stad/Noreg/Troms/Tranøy/Vassvik/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Vassvik/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Vassvik/forecast.xml
1927	Vassvik	41	Grend	Grend	Village	Tranøy	Troms	69.11372	17.27085		http://www.yr.no/stad/Noreg/Troms/Tranøy/Vassvik/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Vassvik/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Vassvik/forecast.xml
1927	Vesterfjell	45	Bygd	Bygd	Village area	Tranøy	Troms	69.20291	17.67364		http://www.yr.no/stad/Noreg/Troms/Tranøy/Vesterfjell/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Vesterfjell/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Vesterfjell/forecast.xml
1927	Øverslått	41	Grend	Grend	Village	Tranøy	Troms	69.20179	17.78680		http://www.yr.no/stad/Noreg/Troms/Tranøy/Øverslått/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Øverslått/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Øverslått/forecast.xml
1927	Å	45	Bygd	Bygd	Village area	Tranøy	Troms	69.07889	16.99973		http://www.yr.no/stad/Noreg/Troms/Tranøy/Å/varsel.xml	http://www.yr.no/sted/Norge/Troms/Tranøy/Å/varsel.xml	http://www.yr.no/place/Norway/Troms/Tranøy/Å/forecast.xml
1928	Ballesvika	45	Bygd	Bygd	Village area	Torsken	Troms	69.38347	17.11080		http://www.yr.no/stad/Noreg/Troms/Torsken/Ballesvika/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Ballesvika/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Ballesvika/forecast.xml
1928	Barbogen	41	Grend	Grend	Village	Torsken	Troms	69.36774	17.00050		http://www.yr.no/stad/Noreg/Troms/Torsken/Barbogen/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Barbogen/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Barbogen/forecast.xml
1928	Flakstadvåg	45	Bygd	Bygd	Village area	Torsken	Troms	69.19023	17.03296		http://www.yr.no/stad/Noreg/Troms/Torsken/Flakstadvåg/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Flakstadvåg/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Flakstadvåg/forecast.xml
1928	Grunnfarnes	45	Bygd	Bygd	Village area	Torsken	Troms	69.29935	16.95269		http://www.yr.no/stad/Noreg/Troms/Torsken/Grunnfarnes/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Grunnfarnes/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Grunnfarnes/forecast.xml
1928	Gryllefjord	21	Tettstad	Tettsted	Small town	Torsken	Troms	69.36304	17.05284		http://www.yr.no/stad/Noreg/Troms/Torsken/Gryllefjord/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Gryllefjord/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Gryllefjord/forecast.xml
1928	Holmenvær	56	Øygruppe i sjø	Øygruppe i sjø	Island group in sea	Torsken	Troms	69.29200	16.79379		http://www.yr.no/stad/Noreg/Troms/Torsken/Holmenvær~299463/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Holmenvær~299463/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Holmenvær~299463/forecast.xml
1928	Kaldfarnes	45	Bygd	Bygd	Village area	Torsken	Troms	69.28164	16.98685		http://www.yr.no/stad/Noreg/Troms/Torsken/Kaldfarnes/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Kaldfarnes/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Kaldfarnes/forecast.xml
1928	Leikvika	41	Grend	Grend	Village	Torsken	Troms	69.20926	16.94438		http://www.yr.no/stad/Noreg/Troms/Torsken/Leikvika/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Leikvika/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Leikvika/forecast.xml
1928	Medby	45	Bygd	Bygd	Village area	Torsken	Troms	69.28143	17.05894		http://www.yr.no/stad/Noreg/Troms/Torsken/Medby/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Medby/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Medby/forecast.xml
1928	Sifjord	45	Bygd	Bygd	Village area	Torsken	Troms	69.28533	17.14769		http://www.yr.no/stad/Noreg/Troms/Torsken/Sifjord/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Sifjord/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Sifjord/forecast.xml
1928	Torsken	16	Kommune	Kommune	Municipality	Torsken	Troms	69.36184	17.05382		http://www.yr.no/stad/Noreg/Troms/Torsken/Torsken/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Torsken/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Torsken/forecast.xml
1928	Torsken	26	Tettstad	Tettsted	Small town	Torsken	Troms	69.33869	17.10551		http://www.yr.no/stad/Noreg/Troms/Torsken/Torsken~546683/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Torsken~546683/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Torsken~546683/forecast.xml
1928	Torsken	55	Kyrkje	Kirke	Church	Torsken	Troms	69.33731	17.09752		http://www.yr.no/stad/Noreg/Troms/Torsken/Torsken~299767/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Torsken~299767/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Torsken~299767/forecast.xml
1928	Veidmannen	41	Grend	Grend	Village	Torsken	Troms	69.27535	17.03762		http://www.yr.no/stad/Noreg/Troms/Torsken/Veidmannen/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Veidmannen/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Veidmannen/forecast.xml
1928	Veidmannsbotn	41	Grend	Grend	Village	Torsken	Troms	69.28043	17.07420		http://www.yr.no/stad/Noreg/Troms/Torsken/Veidmannsbotn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Torsken/Veidmannsbotn/varsel.xml	http://www.yr.no/place/Norway/Troms/Torsken/Veidmannsbotn/forecast.xml
1929	Berg	55	Kyrkje	Kirke	Church	Berg	Troms	69.44583	17.29950		http://www.yr.no/stad/Noreg/Troms/Berg/Berg~299581/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Berg~299581/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Berg~299581/forecast.xml
1929	Bergsbotn	45	Bygd	Bygd	Village area	Berg	Troms	69.44267	17.42328		http://www.yr.no/stad/Noreg/Troms/Berg/Bergsbotn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Bergsbotn/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Bergsbotn/forecast.xml
1929	Bøvær	41	Grend	Grend	Village	Berg	Troms	69.46669	17.23044		http://www.yr.no/stad/Noreg/Troms/Berg/Bøvær/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Bøvær/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Bøvær/forecast.xml
1929	Ersfjord	45	Bygd	Bygd	Village area	Berg	Troms	69.48412	17.40588		http://www.yr.no/stad/Noreg/Troms/Berg/Ersfjord/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Ersfjord/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Ersfjord/forecast.xml
1929	Hamn	56	Fyrlykt	Fyrlykt	Lantern	Berg	Troms	69.41356	17.14013		http://www.yr.no/stad/Noreg/Troms/Berg/Hamn~299611/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Hamn~299611/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Hamn~299611/forecast.xml
1929	Hamn	16	Grend	Grend	Village	Berg	Troms	69.41738	17.16270		http://www.yr.no/stad/Noreg/Troms/Berg/Hamn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Hamn/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Hamn/forecast.xml
1929	Indre Hamn	41	Grend	Grend	Village	Berg	Troms	69.41585	17.17157		http://www.yr.no/stad/Noreg/Troms/Berg/Indre_Hamn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Indre_Hamn/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Indre_Hamn/forecast.xml
1929	Indregård	45	Bygd	Bygd	Village area	Berg	Troms	69.44019	17.46339		http://www.yr.no/stad/Noreg/Troms/Berg/Indregård/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Indregård/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Indregård/forecast.xml
1929	Løvdal	56	Bustadhus	Bolighus	Villa	Berg	Troms	69.37472	17.41012		http://www.yr.no/stad/Noreg/Troms/Berg/Løvdal/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Løvdal/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Løvdal/forecast.xml
1929	Mefjord	56	Fyrlykt	Fyrlykt	Lantern	Berg	Troms	69.52561	17.43208		http://www.yr.no/stad/Noreg/Troms/Berg/Mefjord/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Mefjord/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Mefjord/forecast.xml
1929	Mefjordbotn	45	Bygd	Bygd	Village area	Berg	Troms	69.47004	17.68523		http://www.yr.no/stad/Noreg/Troms/Berg/Mefjordbotn/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Mefjordbotn/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Mefjordbotn/forecast.xml
1929	Mefjordvær	56	Tettbebyggelse	Tettbebyggelse	Settlement	Berg	Troms	69.51872	17.43840		http://www.yr.no/stad/Noreg/Troms/Berg/Mefjordvær/varsel.xml	http://www.yr.no/sted/Norge/Troms/Berg/Mefjordvær/varsel.xml	http://www.yr.no/place/Norway/Troms/Berg/Mefjordvær/forecast.xml
