Postnr	Poststad	Bruksområde	Kommunenummer	Lat	Lon	Merknad	Nynorsk	Bokmål	Engelsk	
0001	Oslo	Postboksar	301	59.91160	10.75450	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0001/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0001/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0001/varsel.xml	
0010	Oslo	Gateadresser og postboksar	301	59.91710	10.72740	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0010/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0010/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0010/varsel.xml	
0014	Oslo (ikkje i bruk)	Firma/organisasjon med eige postnummer	301	59.91160	10.75450	Datakvalitet: 2. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0014/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0014/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0014/varsel.xml	
0015	Oslo	Firma/organisasjon med eige postnummer	301	59.90930	10.73870	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0015/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0015/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0015/varsel.xml	
0016	Oslo	Firma/organisasjon med eige postnummer	301	59.94390	10.65510	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0016/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0016/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0016/varsel.xml	
0017	Oslo	Firma/organisasjon med eige postnummer	219	59.91720	10.50490	Datakvalitet: 2. Koordinatar endra 08.02.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0017/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0017/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0017/varsel.xml	
0018	Oslo	Gate-/veg-adresse	301	59.90780	10.74050	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0018/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0018/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0018/varsel.xml	
0020	Oslo (ikkje i bruk)	Firma/organisasjon med eige postnummer	301	59.91160	10.75450	Datakvalitet: 2. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0020/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0020/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0020/varsel.xml	
0021	Oslo	Fleire bruksområde	301	59.90970	10.72540	Datakvalitet: 5. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0021/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0021/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0021/varsel.xml	
0022	Oslo (Ikkje i bruk)	Firma/organisasjon med eige postnummer	301	59.91340	10.75720	Datakvalitet: 2. Koordinatar endra 24.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0022/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0022/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0022/varsel.xml	
0023	Oslo (ikkje i bruk)	Fleire bruksområde	301	59.91160	10.75450	Datakvalitet: 2. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0023/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0023/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0023/varsel.xml	
0024	Oslo	Postboksar	301	59.91160	10.75450	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0024/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0024/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0024/varsel.xml	
0025	Oslo	Postboksar	301	59.91124	10.75156	Datakvalitet: 1. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0025/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0025/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0025/varsel.xml	
0026	Oslo	Gate-/veg-adresse	301	59.91320	10.74030	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0026/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0026/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0026/varsel.xml	
0027	Oslo (Ikkje i bruk)	Firma/organisasjon med eige postnummer	301	59.94790	10.71570	Datakvalitet: 2. Koordinatar endra 24.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0027/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0027/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0027/varsel.xml	
0028	Oslo	Postboksar	301	59.91432	10.74927	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0028/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0028/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0028/varsel.xml	
0030	Oslo	Postboksar	301	59.91540	10.74580	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0030/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0030/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0030/varsel.xml	
0031	Oslo	Postboksar	301	59.91540	10.74580	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0031/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0031/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0031/varsel.xml	
0032	Oslo	Postboksar	301	59.91540	10.74580	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0032/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0032/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0032/varsel.xml	
0033	Oslo	Postboksar	301	59.91540	10.74580	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0033/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0033/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0033/varsel.xml	
0034	Oslo	Postboksar	301	59.91540	10.74580	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0034/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0034/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0034/varsel.xml	
0037	Oslo	Firma/organisasjon med eige postnummer	301	59.91250	10.73410	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0037/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0037/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0037/varsel.xml	
0040	Oslo	Firma/organisasjon med eige postnummer	301	59.94250	10.76040	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0040/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0040/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0040/varsel.xml	
0041	Oslo (ikkje i bruk)	Firma/organisasjon med eige postnummer	301	59.94250	10.76040	Datakvalitet: 2. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0041/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0041/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0041/varsel.xml	
0042	Oslo (ikkje i bruk)	Firma/organisasjon med eige postnummer	301	59.94250	10.76040	Datakvalitet: 2. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0042/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0042/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0042/varsel.xml	
0043	Oslo (ikkje i bruk)	Firma/organisasjon med eige postnummer	301	59.94250	10.76040	Datakvalitet: 2. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0043/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0043/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0043/varsel.xml	
0045	Oslo	Firma/organisasjon med eige postnummer	301	59.96360	10.91290	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0045/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0045/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0045/varsel.xml	
0046	Oslo	Firma/organisasjon med eige postnummer	301	59.96360	10.91290	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0046/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0046/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0046/varsel.xml	
0047	Oslo	Firma/organisasjon med eige postnummer	301	59.96360	10.91290	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0047/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0047/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0047/varsel.xml	
0048	Oslo	Firma/organisasjon med eige postnummer	301	59.91090	10.75060	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0048/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0048/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0048/varsel.xml	
0050	Oslo	Gate-/veg-adresse	301	59.91270	10.75220	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0050/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0050/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0050/varsel.xml	
0051	Oslo	Postboksar	301	59.91160	10.75450	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0051/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0051/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0051/varsel.xml	
0055	Oslo	Firma/organisasjon med eige postnummer	301	59.91250	10.74680	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0055/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0055/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0055/varsel.xml	
0060	Oslo	Servicepostnummer	301	59.93390	10.85030	Datakvalitet: 6. Koordinatar endra 24.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0060/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0060/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0060/varsel.xml	
0080	Oslo	Firma/organisasjon med eige postnummer	235	60.18950	11.10550	Datakvalitet: 2. Koordinatar endra 08.02.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0080/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0080/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0080/varsel.xml	
0081	Oslo (ikkje i bruk)	Firma/organisasjon med eige postnummer	301	59.91550	10.74100	Datakvalitet: 2. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0081/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0081/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0081/varsel.xml	
0101	Oslo	Postboksar	301	59.91380	10.73870	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0101/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0101/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0101/varsel.xml	
0102	Oslo	Postboksar	301	59.91380	10.73870	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0102/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0102/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0102/varsel.xml	
0103	Oslo	Postboksar	301	59.91380	10.73870	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0103/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0103/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0103/varsel.xml	
0104	Oslo	Postboksar	301	59.91067	10.74421	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0104/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0104/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0104/varsel.xml	
0105	Oslo	Postboksar	301	59.91380	10.73870	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0105/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0105/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0105/varsel.xml	
0106	Oslo	Postboksar	301	59.91380	10.73870	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0106/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0106/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0106/varsel.xml	
0107	Oslo	Postboksar	301	59.91380	10.73870	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0107/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0107/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0107/varsel.xml	
0109	Oslo	Postboksar	301	59.91040	10.74430	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0109/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0109/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0109/varsel.xml	
0110	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0110/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0110/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0110/varsel.xml	
0111	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0111/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0111/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0111/varsel.xml	
0112	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0112/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0112/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0112/varsel.xml	
0113	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0113/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0113/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0113/varsel.xml	
0114	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0114/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0114/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0114/varsel.xml	
0115	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0115/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0115/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0115/varsel.xml	
0116	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0116/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0116/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0116/varsel.xml	
0117	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0117/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0117/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0117/varsel.xml	
0118	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0118/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0118/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0118/varsel.xml	
0119	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0119/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0119/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0119/varsel.xml	
0120	Oslo	Postboksar	301	59.91380	10.73870	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0120/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0120/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0120/varsel.xml	
0121	Oslo	Postboksar	301	59.91340	10.73130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0121/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0121/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0121/varsel.xml	
0122	Oslo	Postboksar	301	59.91300	10.72390	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0122/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0122/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0122/varsel.xml	
0123	Oslo	Postboksar	301	59.91260	10.71650	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0123/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0123/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0123/varsel.xml	
0124	Oslo	Postboksar	301	59.91220	10.70910	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0124/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0124/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0124/varsel.xml	
0125	Oslo	Postboksar	301	59.91180	10.70170	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0125/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0125/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0125/varsel.xml	
0126	Oslo (ikkje i bruk)	Postboksar	301	59.91140	10.69430	Datakvalitet: 2. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0126/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0126/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0126/varsel.xml	
0127	Oslo (ikkje i bruk)	Postboksar	301	59.91340	10.72910	Datakvalitet: 2. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0127/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0127/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0127/varsel.xml	
0128	Oslo	Postboksar	301	59.91330	10.74426	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0128/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0128/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0128/varsel.xml	
0129	Oslo	Postboksar	301	59.91800	10.74000	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0129/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0129/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0129/varsel.xml	
0130	Oslo	Postboksar	301	59.91776	10.74011	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0130/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0130/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0130/varsel.xml	
0131	Oslo	Postboksar	301	59.92359	10.74047	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0131/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0131/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0131/varsel.xml	
0133	Oslo	Postboksar	301	59.91287	10.75909	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0133/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0133/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0133/varsel.xml	
0134	Oslo	Postboksar	301	59.91290	10.75910	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0134/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0134/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0134/varsel.xml	
0135	Oslo	Postboksar	301	59.91290	10.75910	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0135/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0135/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0135/varsel.xml	
0136	Oslo	Postboksar	301	59.91759	10.73985	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0136/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0136/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0136/varsel.xml	
0137	Oslo	Postboksar	301	59.88340	10.77170	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0137/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0137/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0137/varsel.xml	
0138	Oslo	Postboksar	301	59.87024	10.77272	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0138/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0138/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0138/varsel.xml	
0139	Oslo	Gate-/veg-adresse	301	59.87020	10.77270	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0139/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0139/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0139/varsel.xml	
0150	Oslo	Gate-/veg-adresse	301	59.89550	10.73040	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0150/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0150/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0150/varsel.xml	
0151	Oslo	Gate-/veg-adresse	301	59.90890	10.74220	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0151/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0151/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0151/varsel.xml	
0152	Oslo	Gate-/veg-adresse	301	59.90970	10.74620	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0152/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0152/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0152/varsel.xml	
0153	Oslo	Gate-/veg-adresse	301	59.91080	10.74240	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0153/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0153/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0153/varsel.xml	
0154	Oslo	Gate-/veg-adresse	301	59.91140	10.74810	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0154/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0154/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0154/varsel.xml	
0155	Oslo	Gate-/veg-adresse	301	59.91290	10.74830	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0155/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0155/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0155/varsel.xml	
0157	Oslo	Gate-/veg-adresse	301	59.91020	10.73960	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0157/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0157/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0157/varsel.xml	
0158	Oslo	Gate-/veg-adresse	301	59.91170	10.73890	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0158/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0158/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0158/varsel.xml	
0159	Oslo	Gate-/veg-adresse	301	59.91300	10.74170	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0159/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0159/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0159/varsel.xml	
0160	Oslo	Gate-/veg-adresse	301	59.91080	10.73260	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0160/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0160/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0160/varsel.xml	
0161	Oslo	Gate-/veg-adresse	301	59.91370	10.73340	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0161/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0161/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0161/varsel.xml	
0162	Oslo	Gate-/veg-adresse	301	59.91360	10.73800	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0162/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0162/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0162/varsel.xml	
0164	Oslo	Gate-/veg-adresse	301	59.91650	10.73830	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0164/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0164/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0164/varsel.xml	
0165	Oslo	Gate-/veg-adresse	301	59.91870	10.74140	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0165/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0165/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0165/varsel.xml	
0166	Oslo	Gate-/veg-adresse	301	59.91910	10.73450	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0166/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0166/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0166/varsel.xml	
0167	Oslo	Gate-/veg-adresse	301	59.92570	10.73100	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0167/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0167/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0167/varsel.xml	
