Postnr	Poststad	Bruksområde	Kommunenummer	Lat	Lon	Merknad	Nynorsk	Bokmål	Engelsk	
0474	Oslo	Gate-/veg-adresse	301	59.93110	10.76620	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0474/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0474/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0474/varsel.xml	
0475	Oslo	Gate-/veg-adresse	301	59.93320	10.77120	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0475/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0475/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0475/varsel.xml	
0476	Oslo	Gate-/veg-adresse	301	59.93470	10.76360	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0476/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0476/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0476/varsel.xml	
0477	Oslo	Gate-/veg-adresse	301	59.93640	10.76470	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0477/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0477/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0477/varsel.xml	
0478	Oslo	Gate-/veg-adresse	301	59.93530	10.76770	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0478/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0478/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0478/varsel.xml	
0479	Oslo	Gate-/veg-adresse	301	59.93690	10.77560	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0479/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0479/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0479/varsel.xml	
0480	Oslo	Gate-/veg-adresse	301	59.93770	10.77100	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0480/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0480/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0480/varsel.xml	
0481	Oslo	Gate-/veg-adresse	301	59.93980	10.77480	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0481/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0481/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0481/varsel.xml	
0482	Oslo	Gate-/veg-adresse	301	59.94170	10.77410	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0482/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0482/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0482/varsel.xml	
0483	Oslo	Gate-/veg-adresse	301	59.94270	10.77230	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0483/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0483/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0483/varsel.xml	
0484	Oslo	Gate-/veg-adresse	301	59.94850	10.76770	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0484/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0484/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0484/varsel.xml	
0485	Oslo	Gate-/veg-adresse	301	59.94920	10.77320	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0485/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0485/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0485/varsel.xml	
0486	Oslo	Gate-/veg-adresse	301	59.95390	10.77060	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0486/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0486/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0486/varsel.xml	
0487	Oslo	Gate-/veg-adresse	301	59.94870	10.78160	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0487/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0487/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0487/varsel.xml	
0488	Oslo	Gate-/veg-adresse	301	59.94980	10.79010	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0488/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0488/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0488/varsel.xml	
0489	Oslo	Gate-/veg-adresse	301	59.95370	10.78610	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0489/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0489/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0489/varsel.xml	
0490	Oslo	Gate-/veg-adresse	301	59.95230	10.79780	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0490/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0490/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0490/varsel.xml	
0491	Oslo	Gate-/veg-adresse	301	59.95960	10.78680	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0491/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0491/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0491/varsel.xml	
0492	Oslo	Gate-/veg-adresse	301	59.95750	10.78310	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0492/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0492/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0492/varsel.xml	
0493	Oslo	Gate-/veg-adresse	301	59.96140	10.77890	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0493/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0493/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0493/varsel.xml	
0494	Oslo	Gate-/veg-adresse	301	59.96410	10.78790	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0494/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0494/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0494/varsel.xml	
0495	Oslo	Gate-/veg-adresse	301	59.96140	10.79210	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0495/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0495/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0495/varsel.xml	
0496	Oslo	Gate-/veg-adresse	301	59.97890	10.81310	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0496/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0496/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0496/varsel.xml	
0501	Oslo	Postboksar	301	59.92567	10.77453	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0501/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0501/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0501/varsel.xml	
0502	Oslo	Postboksar	301	59.92900	10.77250	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0502/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0502/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0502/varsel.xml	
0503	Oslo	Postboksar	301	59.92900	10.77250	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0503/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0503/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0503/varsel.xml	
0504	Oslo	Postboksar	301	59.92900	10.77250	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0504/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0504/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0504/varsel.xml	
0505	Oslo	Postboksar	301	59.92173	10.75719	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0505/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0505/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0505/varsel.xml	
0506	Oslo	Postboksar	301	59.91876	10.76156	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0506/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0506/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0506/varsel.xml	
0508	Oslo	Postboksar	301	59.92868	10.80537	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0508/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0508/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0508/varsel.xml	
0509	Oslo	Postboksar	301	59.92870	10.80540	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0509/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0509/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0509/varsel.xml	
0510	Oslo	Postboksar	301	59.92870	10.80540	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0510/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0510/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0510/varsel.xml	
0511	Oslo	Postboksar	301	59.92870	10.80540	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0511/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0511/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0511/varsel.xml	
0512	Oslo	Postboksar	301	59.92870	10.80540	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0512/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0512/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0512/varsel.xml	
0513	Oslo	Postboksar	301	59.92870	10.80540	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0513/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0513/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0513/varsel.xml	
0514	Oslo (Ikkje i bruk)	Fleire bruksområde	301	59.93930	10.79600	Datakvalitet: 2. Koordinatar endra 24.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0514/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0514/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0514/varsel.xml	
0515	Oslo	Postboksar	301	59.94262	10.81204	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0515/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0515/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0515/varsel.xml	
0516	Oslo	Postboksar	301	59.93647	10.82696	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0516/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0516/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0516/varsel.xml	
0517	Oslo	Postboksar	301	59.94323	10.83546	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0517/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0517/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0517/varsel.xml	
0518	Oslo	Postboksar	301	59.94398	10.84782	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0518/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0518/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0518/varsel.xml	
0520	Oslo	Postboksar	301	59.92870	10.80540	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0520/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0520/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0520/varsel.xml	
0540	Oslo	Firma/organisasjon med eige postnummer	301	59.93580	10.83620	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0540/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0540/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0540/varsel.xml	
0550	Oslo	Gate-/veg-adresse	301	59.91930	10.75800	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0550/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0550/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0550/varsel.xml	
0551	Oslo	Gate-/veg-adresse	301	59.92180	10.75650	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0551/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0551/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0551/varsel.xml	
0552	Oslo	Gate-/veg-adresse	301	59.92260	10.75950	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0552/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0552/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0552/varsel.xml	
0553	Oslo	Gate-/veg-adresse	301	59.92480	10.76070	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0553/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0553/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0553/varsel.xml	
0554	Oslo	Gate-/veg-adresse	301	59.92470	10.75710	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0554/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0554/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0554/varsel.xml	
0555	Oslo	Gate-/veg-adresse	301	59.92680	10.75910	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0555/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0555/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0555/varsel.xml	
0556	Oslo	Gate-/veg-adresse	301	59.92740	10.76140	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0556/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0556/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0556/varsel.xml	
0557	Oslo	Gate-/veg-adresse	301	59.92890	10.76380	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0557/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0557/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0557/varsel.xml	
0558	Oslo	Gate-/veg-adresse	301	59.92130	10.76270	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0558/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0558/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0558/varsel.xml	
0559	Oslo	Gate-/veg-adresse	301	59.92020	10.76320	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0559/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0559/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0559/varsel.xml	
0560	Oslo	Gate-/veg-adresse	301	59.92080	10.76880	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0560/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0560/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0560/varsel.xml	
0561	Oslo	Gate-/veg-adresse	301	59.91670	10.76510	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0561/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0561/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0561/varsel.xml	
0562	Oslo	Gate-/veg-adresse	301	59.91990	10.76720	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0562/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0562/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0562/varsel.xml	
0563	Oslo	Gate-/veg-adresse	301	59.92190	10.77570	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0563/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0563/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0563/varsel.xml	
0564	Oslo	Gate-/veg-adresse	301	59.92310	10.77460	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0564/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0564/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0564/varsel.xml	
0565	Oslo	Gate-/veg-adresse	301	59.92450	10.77270	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0565/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0565/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0565/varsel.xml	
0566	Oslo	Gate-/veg-adresse	301	59.92540	10.76980	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0566/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0566/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0566/varsel.xml	
0567	Oslo	Gate-/veg-adresse	301	59.92770	10.77010	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0567/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0567/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0567/varsel.xml	
0568	Oslo	Gate-/veg-adresse	301	59.92890	10.76930	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0568/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0568/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0568/varsel.xml	
0569	Oslo	Gate-/veg-adresse	301	59.93020	10.77570	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0569/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0569/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0569/varsel.xml	
0570	Oslo	Gate-/veg-adresse	301	59.93160	10.77900	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0570/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0570/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0570/varsel.xml	
0571	Oslo	Gate-/veg-adresse	301	59.92560	10.77520	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0571/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0571/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0571/varsel.xml	
0572	Oslo	Gate-/veg-adresse	301	59.93020	10.78340	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0572/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0572/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0572/varsel.xml	
0573	Oslo	Gate-/veg-adresse	301	59.93130	10.78140	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0573/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0573/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0573/varsel.xml	
0574	Oslo	Gate-/veg-adresse	301	59.93330	10.78050	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0574/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0574/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0574/varsel.xml	
0575	Oslo	Gate-/veg-adresse	301	59.92540	10.78610	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0575/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0575/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0575/varsel.xml	
0576	Oslo	Gate-/veg-adresse	301	59.92030	10.78580	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0576/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0576/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0576/varsel.xml	
0577	Oslo	Gate-/veg-adresse	301	59.91510	10.77290	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0577/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0577/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0577/varsel.xml	
0578	Oslo	Gate-/veg-adresse	301	59.91500	10.76950	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0578/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0578/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0578/varsel.xml	
0579	Oslo	Gate-/veg-adresse	301	59.92580	10.79420	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0579/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0579/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0579/varsel.xml	
0580	Oslo	Gate-/veg-adresse	301	59.93260	10.80940	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0580/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0580/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0580/varsel.xml	
0581	Oslo	Gate-/veg-adresse	301	59.92750	10.81660	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0581/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0581/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0581/varsel.xml	
0582	Oslo	Gate-/veg-adresse	301	59.93030	10.83260	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0582/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0582/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0582/varsel.xml	
0583	Oslo	Gate-/veg-adresse	301	59.93470	10.81980	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0583/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0583/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0583/varsel.xml	
0584	Oslo	Gate-/veg-adresse	301	59.93900	10.82140	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0584/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0584/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0584/varsel.xml	
0585	Oslo	Gate-/veg-adresse	301	59.93210	10.79230	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0585/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0585/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0585/varsel.xml	
0586	Oslo	Gate-/veg-adresse	301	59.93860	10.80020	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0586/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0586/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0586/varsel.xml	
0587	Oslo	Gate-/veg-adresse	301	59.94350	10.79420	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0587/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0587/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0587/varsel.xml	
0588	Oslo	Gate-/veg-adresse	301	59.94600	10.80210	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0588/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0588/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0588/varsel.xml	
0589	Oslo	Gate-/veg-adresse	301	59.94270	10.81570	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0589/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0589/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0589/varsel.xml	
0590	Oslo	Gate-/veg-adresse	301	59.95050	10.81770	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0590/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0590/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0590/varsel.xml	
0591	Oslo	Gate-/veg-adresse	301	59.94860	10.82240	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0591/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0591/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0591/varsel.xml	
0592	Oslo	Gate-/veg-adresse	301	59.94850	10.82760	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0592/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0592/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0592/varsel.xml	
0593	Oslo	Gate-/veg-adresse	301	59.94510	10.83500	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0593/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0593/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0593/varsel.xml	
0594	Oslo	Gate-/veg-adresse	301	59.94170	10.83590	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0594/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0594/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0594/varsel.xml	
0595	Oslo	Gate-/veg-adresse	301	59.94580	10.85150	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0595/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0595/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0595/varsel.xml	
0596	Oslo	Gate-/veg-adresse	301	59.94360	10.84650	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0596/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0596/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0596/varsel.xml	
0597	Oslo	Gate-/veg-adresse	301	59.94640	10.84550	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0597/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0597/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0597/varsel.xml	
0598	Oslo	Gate-/veg-adresse	301	59.93950	10.82710	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0598/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0598/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0598/varsel.xml	
0601	Oslo	Postboksar	301	59.90960	10.79800	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/0601/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0601/varsel.xml	http://www.yr.no/sted/Norge/postnummer/0601/varsel.xml	
